ID,date_time,title,,,
ltn_2183,2018-10-14,意想不到的海軍秘密基地 藏身海拔3020公尺雪山中,4,5,4
ltn_3435,2018-10-25,選將把乖乖當文宣   顏政德：打流感疫苗身體也乖乖,3,4,2
ct_2857,2018-10-24,招商引資交鋒柯文哲  丁守中主打都更與觀光產業,3,1,1
ltn_8157,2018-11-24,公投綁選舉排隊太久 台中上午已2起撕公投票,4,1,1
ct_5168,2018-11-13,基隆》謝立功造勢大咖輪番演講　林右昌酸「大家都想睡覺了」,3,4,2
ltn_7680,2018-11-22,黨員演很大風波？  國民黨澄清：非自導自演、譴責林男,3,4,3
ct_1081,2018-10-05,賴揆提議觀塘交換深澳 徐世榮批：這種院長 台灣悲哀,3,4,2
et_3238,2018-11-08,民調／半數不認「高雄又老又窮」　韓國瑜政見4成覺得有創意,3,4,2
et_4130,2018-11-16,雞排妹點評韓國瑜旋風原因　酸：這不就是幹話嗎,4,4,3
et_2027,2018-10-24,冒充「陳其邁」名字去捐血？　韓國瑜：緩和氣氛,4,4,2
ct_3264,2018-10-29,嘉義》涂醒哲請假不到議會 議長蕭淑麗譏「去當北農總經理好了」,3,2,2
ct_3801,2018-11-02,高雄》韓國瑜全台輔選 黃暐瀚：國民黨高層必須想清楚幾件事,5,5,2
ltn_5888,2018-11-13,蘇貞昌北市護子弟兵 對姚文智選情不多做評論,1,3,1
ct_2131,2018-10-17,高雄》想當韓國瑜女婿？岳父開出條件了,5,5,3
et_182,2018-09-21,遭侯友宜嗆「台電應聲蟲」　蘇貞昌反擊：造假到這麼荒唐,3,4,4
et_4637,2018-11-21,蔡英文5理由拜託票投民進黨　「改革傷痛都是為了疼惜下一代」,5,5,4
ct_686,2018-10-02,出書諷侯友宜「六冠王」 綠委高志鵬批罄竹難書,4,5,3
ltn_4607,2018-11-04,時代力量挺進彰化！黃國昌現身，洪慈庸獻聲！,3,3,2
et_1727,2018-10-22,蔡英文只顧前瞻？林濁水：台鐵這種貧苦大眾的交通系統該改善,1,2,3
ct_2515,2018-10-20,提防選舉奧步  孫大千：韓國瑜千萬不能犯的6個錯誤,5,5,4
ltn_7631,2018-11-22,基隆選舉公報烏龍補印勘誤表 選將抗議不公平,1,1,1
et_1558,2018-10-18,海軍斥資4.9億籌購無人遙控靶機　監察院：國防部招標規格審查均有違失,2,1,2
ltn_996,2018-10-03,洪耀福：花蓮過去是「傅家縣政府」 蔡碧仲矯正問題,3,4,2
ltn_2146,2018-10-13,蔡正元盜圖又一樁！ 原作：小人物的作品沒智慧財產權？,4,5,3
ct_845,2018-10-03,去年來台受陸關切 懷俄明州州長：駐台商辦有利雙方,3,1,2
ltn_1630,2018-10-09,敬老金門檻高金額少 潘孟安：選舉前不適合調整,2,2,2
ltn_7870,2018-11-23,鄉民集資買報紙廣告拉票 柯P看見超激動...,4,4,4
ct_1978,2018-10-16,張競：選後派系鬥爭 藍綠蓄勢待,1,2,2
et_4056,2018-11-16,正妹穿緊身國旗裝挺韓國瑜　網友：「能把國旗拿掉嗎？」,4,4,4
ltn_1859,2018-10-11,雙十煙火璀璨花蓮港 蔡︰象徵海洋國家,3,2,2
et_330,2018-09-25,影／超靈活！連勝文SOLO街舞　網：快邀柯文哲互尬！,5,4,4
et_5151,2018-11-24,確定入主市府　黃偉哲不是西瓜「沒有躺著選」,2,3,2
ltn_258,2018-09-26,一坪月租僅307元 議員要求柯市府討回監理所用地,3,2,2
et_4410,2018-11-19,「韓流」20日再度來襲　蘇清泉籲高屏一起翻轉,2,3,2
ct_5525,2018-11-15,評論》別再騙了 台灣經濟好不好心裡有數,5,5,4
ltn_5357,2018-11-10,小智抱橘熱！「六號勝選橘」成林智堅限定版勝選小物,3,4,2
et_3704,2018-11-13,苗栗「雙徐戰」　徐耀昌連任機會大、未表態選民比例高,1,3,1
ltn_5811,2018-11-13,「不可能競而不選」鄺麗貞返台東密會宋,2,3,1
ct_3691,2018-11-01,投票前一天太平島實彈演習　丁守中憂影響選舉喊延期,2,1,1
ltn_2970,2018-10-20,高嘉瑜、姚文智合體 挺柯里長邱碧珠揹嗡嗡包到場只挺高,2,3,1
ct_1858,2018-10-14,新竹》楊文科湖口、關西、芎林競選服務處成立,1,1,1
ct_3242,2018-10-29,屏東》「外務最多的村長」盧麗美 拚比賽讓林邊被看見,3,2,1
ltn_1363,2018-10-06,拉抬綠營選情 花媽到桃園為這2人站台,5,5,4
ltn_5896,2018-11-13,北高行打臉更改公投意見書  中選會將提抗告,3,2,2
et_3908,2018-11-14,「那個情永遠放心中」氣爆毀容消防員挺陳其邁　鄉民酸人格分裂道歉了,5,5,2
ltn_1056,2018-10-04,中國台辦統戰滲透高校 邀建中交流,3,1,1
et_4310,2018-11-18,影／蔡英文批吳敦義「母豬說」不好示範：政治人物要維持格調,2,4,3
ltn_535,2018-09-29,印尼強震 總統府：台灣願提供各項可能協助,1,1,2
ltn_6915,2018-11-18,3位「歐巴桑聯盟」高市議員候選人很另類！從生活出發翻轉政治,5,5,4
ct_4506,2018-11-08,賴揆：台商回流客製化單一窗口一條鞭服務 研議放寬外勞適用,2,1,2
ltn_5426,2018-11-10,高市電視辯論》批韓國瑜走到哪嫌到哪 陳其邁：高雄是永遠的母親,3,4,3
ct_3598,2018-11-01,台中》選戰進入決戰期！候選人紛紛祭出王牌助陣,3,4,2
ct_6465,2018-11-22,「到底要不要給孩子完美人生」，節目舉辦辯論引起激烈討論,3,2,2
ct_3704,2018-11-02,高雄》韓國瑜會被奧步打敗？前綠營操盤手一句話點破,5,5,4
ltn_7514,2018-11-21,他力挺三立提告 臉書狂發5篇文喊「還護唇膏一個公道！」,5,5,4
et_1370,2018-10-10,影／假消息介入選舉、干擾政治　蔡英文誓言：絕不坐視！嚴辦到底,1,2,2
et_1322,2018-10-10,國慶嬌點「越南周子瑜」　首接主持棒最怕這件事！,5,5,4
et_3554,2018-11-12,快訊／桃園「瑜聖會師」破3萬人！現場再唱《夜襲》旗海飄揚,2,4,2
et_2885,2018-11-05,韓國瑜自導自演？他玩笑自稱「蔡英文表弟」遭鄉民噓爆,4,5,3
ct_2496,2018-10-20,見消波塊藝術品 賴清德笑：盼能擋假消息,3,4,2
et_4373,2018-11-19,影／批韓國瑜只談兩件事　陳其邁結論：他根本不了解高雄的痛,3,5,4
et_3814,2018-11-14,故宮閉館挨批　總統府：馬英九被意識形態沖昏頭,2,4,2
ltn_4424,2018-11-03,蘇貞昌諷「神探不會刑求」 侯友宜、李昌鈺同聲「證據辦案」,3,4,2
et_3160,2018-11-08,影／自豪一哭成名助柯P網路聲量高漲　小野：我出手很可怕,2,4,2
ct_5415,2018-11-15,台北》侯盧韓台中合體獨缺北市 丁守中這樣回應？,5,5,2
et_4744,2018-11-21,「我是新北市民我支持蘇貞昌！」蔡英文催票：跟他衝一定來得及,5,2,3
et_3519,2018-11-11,韓國瑜「有條件」太平島挖石油　網友嗆爆：瞎！還用你提？,5,4,3
ct_6095,2018-11-20,高雄》賴揆分享點歌送其邁  傳遞正面力量對高雄沒嫌棄,1,2,1
ltn_7807,2018-11-23,柯P義勇軍自製老人政策文宣 柯媽被問身體狀況：我很強壯,2,2,2
et_948,2018-10-04,「潑黑水」攻防戰四起！朱立倫：政府動不動喊假新聞是民主倒退,2,2,2
ltn_3968,2018-10-30,大創案違法喬事?   黃偉哲：走司法程序自清,2,4,3
ltn_2171,2018-10-13,深澳電廠誰拍板？ 朱立倫晚間PO臉書槓賴清德,4,5,3
ct_2579,2018-10-21,直轄市長該不該辯論？ 馬英九「最好是這樣」,5,5,3
et_156,2018-09-21,議事空轉一天官員呆坐　蘇嘉全宣布下週二再開會,2,2,1
ltn_7848,2018-11-23,中國散播假消息干涉台灣民主選舉 謝長廷：台灣人要站出來反對,1,2,2
ct_2530,2018-10-20,以核養綠絕地反攻成功？　黃士修：中選會還有奧步,5,4,2
et_860,2018-10-03,促轉會淪為「東廠」　王金平：正義不可因為權力而轉型,3,4,2
ct_472,2018-09-29,「台南市長給問嗎？」 黃偉哲：大創案提告爆料者只是時機問題,3,4,3
ct_3393,2018-10-30,花蓮》連勝文陪同掃街 徐榛蔚提出成立青創園區政策,1,1,1
ct_3592,2018-11-01,補社會安全網民代提增置鄰溪畔村落監視系統,1,1,1
ct_1440,2018-10-10,高雄》吳子嘉曝韓國瑜將面臨2大問題 恐成北漂青年返鄉關鍵,5,5,5
et_5269,2018-11-24,宣布落選　蘇貞昌：民進黨重大挫敗 一定要深刻檢討,2,3,2
ct_120,2018-09-25,台中》盧秀燕關切東興路打通設小學 市府：進行中,1,2,2
et_1786,2018-10-21,普悠瑪出軌成「W」形！國軍出動120兵協助送醫、130兵待命救援,5,4,3
ct_5635,2018-11-16,台南》市長選舉人數為154萬6862人 市議員選舉人數為154萬2070人,1,1,1
ltn_6812,2018-11-18,選前黃金週 朱立倫陪子弟兵掃街拜票,1,1,1
et_75,2018-09-23,導演「被當間諜」...遭柬埔寨判刑6年！國王特赦可以回家了,5,4,4
ct_2521,2018-10-20,新北》新北議長蔣根煌2後援會成立 力挺連任議員及議長,1,1,1
ltn_1937,2018-10-11,台股暴跌 國安基金備戰但暫不進場護盤,2,3,1
ct_5631,2018-11-16,曹嘉豪大喊：縣府本末倒置  罔顧人命,5,5,3
et_4425,2018-11-19,捷運野生捕獲陳其邁「鮮肉兒」　 婆媽搶拍照…讓他跟媽媽走散了,5,4,4
ct_5854,2018-11-18,台北》又出奇招！吳蕚洋：票投我 我來培養柯P當總統,5,5,4
ct_819,2018-10-03,大政治大爆卦-無色覺醒》反空汙公投案 中選會陳英鈐哭哭  演哪齣？,5,4,4
ltn_7206,2018-11-20,穩上錯覺！老將曾朝榮擔心「不缺我這票」,5,3,2
ct_3071,2018-10-27,新北》畢業即參選！汐止里長候選人：新思維改變老社區,5,4,2
et_4617,2018-11-21,快訊／館長合體柯文哲　10分鐘「在線觀看人數」破7萬！,5,3,3
ct_1695,2018-10-12,高雄》選戰「4大重點」均完勝 黃暐瀚斷言：這局韓國瑜會贏！,5,5,4
et_84,2018-09-23,影／總部成立邀百大DJ辦電音趴　侯友宜：林義豐、柯文哲一起來,5,3,2
ltn_600,2018-09-30,大選綁爆量公投   宋楚瑜憂：會不會造成台灣民主傷害？,3,3,2
ct_1664,2018-10-12,鍾沛君開金口大唱真實  笑喊停機不錄了,5,4,4
et_51,2018-09-23,影／童仲彥中秋節擁邱薏泡帛琉牛奶湖　網友：不要再打女生,5,5,2
ltn_8013,2018-11-23,真的急了！壓軸演說激喊「出來投票」 柯P盼拚下個4年,5,4,3
et_1567,2018-10-18,影／韓國瑜選上高雄市長就跳海？王世堅改口：只賭剃頭,5,4,3
et_876,2018-10-03,張炎憲全集邀蔡英文寫序遭拒　陳水扁：只因書名有「台灣國」,4,3,2
ct_3304,2018-10-29,台南》大創案挨告 黃偉哲反告高思博、蘇煥智加重誹謗,2,2,1
et_699,2018-10-01,「我覺得太冤枉了」！朱樹勳：柯文哲不會違反台灣醫療法,4,3,3
ct_6524,2018-11-22,6都能不能過半？ 江宜樺：樂觀估計：有可能,2,1,3
et_3206,2018-11-08,影／丁守中談兩岸統一「可協調整合」但有條件：自由民主、均富法治,1,1,2
et_3693,2018-11-13,新竹市長民調林智堅大勝對手17.6%　謝文進暗批假民調,2,1,2
et_3779,2018-11-13,影／韓國瑜、陳學聖、謝立功合體　「不讓我們唱夜襲偏要唱」,4,3,2
ltn_7905,2018-11-23,林智堅、鄭文燦直播連線 互勉「口水會過去，建設會留下！」,1,2,2
et_685,2018-09-30,當年那名龍目村的女孩...　韓國瑜自爆初戀就在高雄,5,5,4
ct_1457,2018-10-10,台北》選戰議題被邊緣化？國民黨黨部主委黃呂錦茹：代表丁太乾淨了,3,3,2
ct_2819,2018-10-24,普悠瑪小組澄清：事故尚未認定為人為疏失,1,3,2
et_4133,2018-11-16,難敵政黨奧援　選戰倒數對手進逼柯文哲浮出危機感,2,3,1
ltn_755,2018-10-01,「屠殺」作者明開記者會  柯競辦：相關爭議4年前已釐清,4,4,2
et_3213,2018-11-08,小野挺陳其邁傳為柯文哲2020鋪路　柯P疑惑：這什麼邏輯,5,4,3
ltn_3803,2018-10-29,彈劾案擬記名、公開 柯建銘：監察院須面對修法結果,1,3,2
ct_5374,2018-11-14,台南》高思博挺愛家三公投 為守護下一代而努力,1,2,1
ltn_5602,2018-11-11,謝文進提竹市東區三大公共服務主張,1,3,2
ct_1646,2018-10-12,嘉義》運動產業經濟夯 黃敏惠提出運動經濟4支箭,2,5,2
et_3117,2018-11-07,影／向蔡政府喊話　馬英九：兩岸要自行協商　別靠美國、日本,2,1,2
ct_5664,2018-11-16,花蓮》支持花縣長候選人劉曉玫 院長送出三大嫁妝給花蓮,4,5,3
et_2859,2018-11-04,影／站台場又違法　柯文哲：我去之前不知道它違法,5,4,2
ct_3367,2018-10-30,高雄》趙天麟說韓國瑜噁心　網譏：感謝十常侍繼續敗票,5,4,2
ct_2939,2018-10-25,辦好花博捨我其誰 林佳龍：無關選舉,3,2,2
et_4524,2018-11-20,國民黨桃園僅2立委　陳學聖不跟進：請辭選民服務會落空,1,1,2
ltn_8050,2018-11-24,馬吳郝齊站台 丁守中：柯只會作秀 台北停滯下滑,4,2,2
et_2929,2018-11-05,陳水扁受難10周年紀念日　1111遭逮「離開家門 就回不來了」,4,3,2
ltn_4536,2018-11-04,吳敏濟競選總部成立 林佳龍暗批國民黨韓國瑜、盧秀燕,3,2,2
et_862,2018-10-03,美國人結婚是「女方出錢」　想找飯店？新娘變銀行貸款狗,5,4,3
et_4566,2018-11-20,超越基金會款項遭疑　蘇貞昌：財務透明做公益 不像侯一路賺錢,2,4,2
ltn_1258,2018-10-05,遭批談台獨影響桃園經濟 賴清德妙回,5,5,4
ct_1728,2018-10-13,台東》台東達仁鄉長激戰 呈6搶1,3,1,3
et_2651,2018-11-01,賴香伶遭突襲血濺辦公室　丁守中批北市府「維安需要檢討」,5,5,4
ct_6622,2018-11-23,嘉縣》吳芳銘選前掃街 喊派系終結,2,3,1
ct_6673,2018-11-23,花蓮》瞎！縣議會訂選前一天開議 議員掃街全缺席,5,5,4
et_2669,2018-11-02,獨／總工會案羅生門　黃昭順：可憐！半夜林明章被逼寫聲明,5,5,2
ltn_8205,2018-11-24,偕同子女投票 林姿妙：平常心看待結果,1,1,2
ltn_3526,2018-10-26,姚文智提「東區大公園」救大巨蛋 丁守中：可行性不高,3,4,2
et_15,2018-09-24,一言堂才談合作？　林昶佐：時代力量一貫主張就事論事,5,5,3
et_2531,2018-10-31,金庸大作在台曾列禁書　宋楚瑜「我任新聞局長時開放的」,3,4,2
ltn_7919,2018-11-23,丁守中凱道選前之夜 活動前1小時會場3分滿,4,2,2
ltn_2891,2018-10-19,大梨山7里長、代表候選人 發表反賄選宣言,1,1,1
ltn_7254,2018-11-20,選前之夜 潘孟安邀支持者徒步遊行,1,1,1
et_4552,2018-11-20,心疼侯友宜遭抹黑　朱立倫：蘇貞昌2.0是說多了「這兩點」,5,5,4
ltn_1329,2018-10-06,夫妻分裂？吳俊立：就算「鄺麗貞」選 也當作是民進黨的！,5,4,3
et_1968,2018-10-24,連勝文嘆「搭火車到台東4小時」　網酸：問問你爸啊！,5,4,3
ct_3506,2018-10-31,高雄》洪耀福：韓國瑜的蛋塔現象 連蔣萬安都鬱卒,5,3,3
ltn_6924,2018-11-19,盧秀燕回防 胡志強站台力挺,2,2,1
ct_168,2018-09-26,被名嘴「抹黑抹紅抹黃」柯P大嘆：打得有點low,5,3,4
et_2528,2018-10-31,AIT新處長酈英傑：美有義務支持台對抗脅迫、對台政策不變,1,1,2
ltn_2949,2018-10-20,韓國瑜說要拚經濟 劉世芳批是認同一中,3,1,1
et_598,2018-09-29,視察兼力挺？賴清德6訪新竹市　樂誇林智堅「城市改造王」,4,3,2
ltn_5171,2018-11-09,馬高調談「不排斥統一」 國民黨6都候選人急閃,5,3,4
ltn_8190,2018-11-24,投票人潮爆滿  北市選務人員僅一班制加班到開票結束,4,2,2
ct_1508,2018-10-10,親民黨立法院黨團呼籲兩岸應建設性對話,1,1,1
ct_55,2018-09-25,政院打假一團亂  何談立法規範,2,4,2
ltn_103,2018-09-25,外交警訊？宏都拉斯總統：歡迎中國在中美洲增加影響力,3,3,2
ltn_5722,2018-11-12,桃市長明辦政見發表會 3回合結束、無交叉詰問,1,2,1
ct_1073,2018-10-05,雙徐縣長參選人因免費營養午餐 再度槓上,4,2,1
ltn_634,2018-09-30,曾培雅總部成立 高思博、陳子敬首度同台力挺,1,1,1
ct_6781,2018-11-24,嘉市》全國查賄衝第1名 嘉義市長涂醒哲這樣說,5,5,4
ct_5184,2018-11-13,棄守北市？洪耀福：黨給資源 北市沒有第一、也一定第二,4,2,2
et_2178,2018-10-27,影／ 台南市長辯論會　「虧雞」林義豐變回「霸氣總裁」,5,4,2
ltn_7355,2018-11-21,新莊土地案夾報澄清   侯友宜：關鍵時刻提醒市民,1,3,2
et_4564,2018-11-20,東奧更名恐變除名　丁守中：柯、蔡應明確表態立場別套做一套,5,3,2
ltn_417,2018-09-28,郭子乾模仿韓國瑜 相似度破表,5,4,4
ct_6820,2018-11-24,苗栗》單槍匹馬投票 徐定禎：若勝選將盡快弭平選舉傷口,1,1,2
ct_3891,2018-11-03,談韓國瑜現象 姚文智批：民主逆流襲擊台灣,5,3,3
et_1296,2018-10-09,影／葛特曼勸「別把政治人物當英雄」　柯P：我勸你不要當政治打手,5,3,2
ltn_2218,2018-10-14,分析台中市長選戰 學者提林佳龍、盧秀燕勝負關鍵在…,5,5,4
ct_5388,2018-11-15,高雄》岡山10萬人挺韓！韓國瑜：人民才是政黨的爸爸,3,2,2
ltn_396,2018-09-28,有夠扯！兩競選布旗連遭中年女偷走 里長決告扯旗女,5,5,4
ltn_4884,2018-11-07,獨家》不畏網軍霸凌！高市文化局長辭官全力為高雄辯護,5,3,4
ct_3370,2018-10-30,高雄》邱議瑩臉書幹譙數超越讚數 宅神笑：睡了一覺後,5,4,3
ltn_102,2018-09-25,虎尾鎮長參選人陳威成競選總部開張 儼然文青咖啡館,1,1,1
et_4655,2018-11-21,緊抓客家票　鄭文燦：客家事務局預算提升到13億元,1,1,2
ct_5970,2018-11-19,台南》空汙嚴重 議員候選人建議教室添購空氣清淨機,1,2,1
ct_824,2018-10-03,高雄》他用「這輩子」沉痛告白：韓國瑜當選就回高雄,5,5,4
et_5376,2018-11-24,快訊／開票2小時！陳其邁票數破30萬　邁粉高喊求凍蒜,5,1,2
ltn_2533,2018-10-17,東奧正名公投綁大選 中國國台辦：幾粒老鼠屎壞了一鍋粥,2,3,2
ltn_2622,2018-10-18,美挺台參與國際刑警組織,3,1,1
ltn_570,2018-09-29,從陳菊手中接下菜擔 陳其邁「擔起高雄的未來」,3,2,2
ct_6826,2018-11-24,連江》劉增應偕妻子投票  鼓勵縣民踴躍投票,1,2,1
ct_6944,2018-11-24,民進黨抓戰犯 網友建議名單：馬英九、柯文哲、韓國瑜,5,3,2
ct_4723,2018-11-10,不能出席音樂會扁不滿「是不是要抓去關」中監打臉：他沒申請,5,3,2
ltn_1367,2018-10-06,誓言代代傳承台東多元文化 劉櫂豪客家後援會成立,1,2,1
ltn_3472,2018-10-25,野生唐鳳現身鹽埕 陳其邁帶她品小吃、談科技,5,3,2
ltn_5121,2018-11-08,林智堅競選主題曲MV首播  音樂人劉逸達跨刀填詞,3,2,1
ltn_5256,2018-11-09,不怕陳其邁辯論細問市政 韓國瑜：游泳狗爬式自由式都會,5,3,3
ltn_3615,2018-10-27,南市選將陳福慶喊打破山區世襲政治 「虧雞」聲援,5,3,4
ltn_3428,2018-10-25,「選前之夜」市府路  姚文智搶贏柯文哲,5,4,4
et_4847,2018-11-22,影／造勢晚會高嘉瑜表情超有戲　姚文智：這是她可愛的地方,4,4,3
ltn_2392,2018-10-16,考試院增公務員祖父母喪假  賴揆：盼再討論,1,1,1
et_952,2018-10-04,影／父母哭著跪求醫生救命…他肋骨幾乎全斷　昏迷12天靠葉克膜重生,5,5,5
ct_2864,2018-10-24,普悠瑪沒有ATP遠端監視系統 段宜康爆料：裝了不能用乾脆不裝,5,3,2
ltn_5242,2018-11-09,無畏韓粉圍剿！許立明：分不清苦瓜跟蘿蔔 能叫菜販嗎？,5,3,3
